2561;1;6800;2;NULL;NULL;1
2562;1;6801;2;NULL;NULL;1
2563;1;6802;2;NULL;NULL;1
2564;1;6803;2;NULL;NULL;1
2565;1;6804;2;NULL;NULL;1
2566;1;6805;2;NULL;NULL;1
2567;1;6806;2;NULL;NULL;1
2568;1;6807;2;NULL;NULL;1
2569;1;6808;2;NULL;NULL;1
2570;1;6809;2;NULL;NULL;1
2571;1;6810;2;NULL;NULL;1
2572;1;6811;2;NULL;NULL;1
2573;1;6812;2;NULL;NULL;1
2574;1;6813;2;NULL;NULL;1
2575;1;6814;2;NULL;NULL;1
2576;1;6815;2;NULL;NULL;1
2577;1;6816;2;NULL;NULL;1
2578;1;6817;2;NULL;NULL;1
2579;1;6818;2;NULL;NULL;1
2580;1;6819;2;NULL;NULL;1
2581;1;6820;2;NULL;NULL;1
2582;1;6821;2;NULL;NULL;1
2583;1;6822;2;NULL;NULL;1
2584;1;6823;2;NULL;NULL;1
2585;1;6824;2;NULL;NULL;1
2586;1;6825;2;NULL;NULL;1
2587;1;6826;2;NULL;NULL;1
2588;1;6827;2;NULL;NULL;1
2589;1;6828;2;NULL;NULL;1
2590;1;6829;2;NULL;NULL;1
2591;1;6830;2;NULL;NULL;1
2592;1;6831;2;NULL;NULL;1
2593;1;6832;2;NULL;NULL;1
2594;1;6833;2;NULL;NULL;1
2595;1;6834;2;NULL;NULL;1
2596;1;6835;2;NULL;NULL;1
2597;1;6836;2;NULL;NULL;1
2598;1;6837;2;NULL;NULL;1
2599;1;6838;2;NULL;NULL;1
2600;1;6839;2;NULL;NULL;1
2601;1;6840;2;NULL;NULL;1
2602;1;6841;2;NULL;NULL;1
2603;1;6842;2;NULL;NULL;1
2604;1;6843;2;NULL;NULL;1
2605;1;6844;2;NULL;NULL;1
2606;1;6845;2;NULL;NULL;1
2607;1;6846;2;NULL;NULL;1
2608;1;6847;2;NULL;NULL;1
2609;1;6848;2;NULL;NULL;1
2610;1;6849;2;NULL;NULL;1
2611;1;6850;2;NULL;NULL;1
2612;1;6851;2;NULL;NULL;1
2613;1;6852;2;NULL;NULL;1
2614;1;6853;2;NULL;NULL;1
2615;1;6854;2;NULL;NULL;1
2616;1;6855;2;NULL;NULL;1
2617;1;6856;2;NULL;NULL;1
2618;1;6857;2;NULL;NULL;1
2619;1;6858;2;NULL;NULL;1
2620;1;6859;2;NULL;NULL;1
2621;1;6860;2;NULL;NULL;1
2622;1;6861;2;NULL;NULL;1
2623;1;6862;2;NULL;NULL;1
2624;1;6863;2;NULL;NULL;1
2625;1;6864;2;NULL;NULL;1
2626;1;6865;2;NULL;NULL;1
2627;1;6866;2;NULL;NULL;1
2628;1;6867;2;NULL;NULL;1
2629;1;6868;2;NULL;NULL;1
2630;1;6869;2;NULL;NULL;1
2631;1;6870;2;NULL;NULL;1
2632;1;6871;2;NULL;NULL;1
2633;1;6872;2;NULL;NULL;1
2634;1;6873;2;NULL;NULL;1
2635;1;6874;2;NULL;NULL;1
2636;1;6875;2;NULL;NULL;1
